20099899;55378311;23028498;29/02/2012;18:44:26;12.0;12.0;connexion 3G
20099899;55378311;23028498;29/02/2012;18:32:38;3.0;3.0;connexion 3G
20099899;55378311;23028498;29/02/2012;18:21:50;00:01:41;00:01:41;appel vers SFR
20099899;55378311;23028498;29/02/2012;16:02:24;77.0;77.0;connexion 3G
20099899;55378311;23028498;29/02/2012;08:57:48;80.0;80.0;connexion 3G
20099899;55378311;23028498;28/02/2012;18:58:18;3.0;3.0;connexion 3G
20099899;55378311;23028498;28/02/2012;13:34:14;470.0;470.0;connexion 3G
20099899;55378311;23028498;28/02/2012;13:14:28;4.0;4.0;connexion 3G
20099899;55378311;23028498;28/02/2012;12:23:00;9.0;9.0;connexion 3G
20099899;55378311;23028498;28/02/2012;12:21:02;1.0;1.0;connexion 3G
20099899;55378311;23028498;28/02/2012;12:07:47;1.0;1.0;connexion 3G
20099899;55378311;23028498;28/02/2012;09:35:24;49.0;49.0;connexion 3G
20099899;55378311;23028498;28/02/2012;08:46:47;33.0;33.0;connexion 3G
20099899;55378311;23028498;27/02/2012;18:59:17;9.0;9.0;connexion 3G
20099899;55378311;23028498;27/02/2012;18:57:09;1.0;1.0;connexion 3G
20099899;55378311;23028498;27/02/2012;14:32:23;21.0;21.0;connexion 3G
20099899;55378311;23028498;27/02/2012;08:32:23;1130.0;1130.0;connexion 3G
20099899;55378311;23028498;24/02/2012;18:41:20;1.0;1.0;connexion 3G
20099899;55378311;23028498;24/02/2012;18:39:12;1.0;1.0;connexion 3G
20099899;55378311;23028498;24/02/2012;18:35:14;;;envoi de sms depuis le mobile
20099899;55378311;23028498;24/02/2012;18:34:25;;;envoi de sms depuis le mobile
20099899;55378311;23028498;24/02/2012;18:33:56;;;envoi de sms depuis le mobile
20099899;55378311;23028498;24/02/2012;18:33:51;1.0;1.0;connexion 3G/3G+
20099899;55378311;23028498;24/02/2012;18:16:14;16.0;16.0;connexion 3G
20099899;55378311;23028498;24/02/2012;14:55:55;00:00:25;00:00:25;rappel de votre correspondant
20099899;55378311;23028498;24/02/2012;14:22:47;00:03:39;00:03:39;appel vers SFR
20099899;55378311;23028498;24/02/2012;14:15:27;185.0;185.0;connexion 3G
20099899;55378311;23028498;24/02/2012;08:15:27;49.0;49.0;connexion 3G
20099899;55378311;23028498;24/02/2012;02:15:27;9.0;9.0;connexion 3G
20099899;55378311;23028498;23/02/2012;20:15:27;10.0;10.0;connexion 3G
